file,replaced,todos,notes
<<<<<< codex/refactor-to-use-configrepository-ett55m
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
public/rsstfreak.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/search.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/setclass.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/sharemarks.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/snatches.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/staff.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/subtitles.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/take_theme.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/takereseed.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/takethankyou.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
<<<<<< codex/refactor-to-use-configrepository-hlc5ev
=======
<<<<<< codex/refactor-to-use-configrepository-p4w0ba
=======
<<<<<< codex/refactor-to-use-configrepository-6hc6qq
=======
<<<<<< codex/refactor-to-use-configrepository-0h6ofb
=======
<<<<<< codex/refactor-to-use-configrepository-2vghy5
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
public/takeupload.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/topmoods.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/topten.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/upload.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/user_blocks.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/user_unlocks.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/usercomment.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/userdetails.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
public/verify.php,site_config,0,Replaced legacy site_config usage with ConfigRepository
<<<<<< codex/refactor-to-use-configrepository-hlc5ev
=======
<<<<<< codex/refactor-to-use-configrepository-p4w0ba
=======
<<<<<< codex/refactor-to-use-configrepository-6hc6qq
=======
<<<<<< codex/refactor-to-use-configrepository-0h6ofb
>>>>>> master
>>>>>> master
>>>>>> master
public/view_announce_history.php,site_config,0,Injected ConfigRepository bootstrap and removed legacy site_config global
public/view_sql.php,site_config,0,Replaced base URL/database lookups with ConfigRepository
public/wiki.php,site_config,0,Swapped navigation and rendering helpers to use ConfigRepository paths
src/Ach_bonus.php,site_config,0,Removed obsolete site_config property
src/Bounty.php,site_config,0,Dropped unused site_config dependency
src/Comment.php,site_config,0,Replaced cache TTL with ConfigRepository access
src/Message.php,site_config,0,Replaced messaging configuration with ConfigRepository
src/Upcoming.php,site_config,0,Removed unused site_config dependency
src/User.php,site_config,0,Migrated user service configuration to ConfigRepository
<<<<<< codex/refactor-to-use-configrepository-hlc5ev
=======
<<<<<< codex/refactor-to-use-configrepository-p4w0ba
=======
<<<<<< codex/refactor-to-use-configrepository-6hc6qq
>>>>>> master
>>>>>> master
src/Userblock.php,site_config,0,Replaced user block cache TTL with ConfigRepository lookup
src/Usersachiev.php,site_config,0,Switched users achievements query limit to ConfigRepository
staffpanel/index.php,site_config|paths|tracker|cache,4,Migrated staff panel bootstrap and URLs to ConfigRepository with TODO fallbacks
templates/1/files.php,site_config,0,Sourced asset paths from ConfigRepository base URL
templates/1/navbar.php,site_config,3,Migrated navbar links and permissions to ConfigRepository values
templates/1/template.php,site_config|paths|banners|tagline|cache,14,Refactored layout template configuration to ConfigRepository and noted TODO mappings
tools/batch-43_3-admin-fix.php,none,0,No legacy usage (comment reference only)
tools/batch-43_5-admin-audit.php,none,0,No legacy usage (comment reference only)
tools/batch-43_6-admin-fix-from-report.php,none,0,No legacy usage (comment reference only)
<<<<<< codex/refactor-to-use-configrepository-hlc5ev
tools/batch-43_7-admin-rewrite.php,none,0,Normalized header to standard declare format
tools/batch-43_7B-admin-autofix.php,none,0,No legacy configuration usage detected in slice audit
tools/cache_clear.php,site_config|paths,0,Migrated cache directory lookup to ConfigRepository with fallback
=======
<<<<<< codex/refactor-to-use-configrepository-p4w0ba
tools/batch-43_7-admin-rewrite.php,none,0,Normalized header to standard declare format
tools/batch-43_7B-admin-autofix.php,none,0,No legacy configuration usage detected in slice audit
tools/cache_clear.php,site_config|paths,0,Migrated cache directory lookup to ConfigRepository with fallback
=======
=======
=======
=======
=======
=======
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
>>>>>> master
